policy_id,policyholder_name,property_address,zone_id,coastal_zone_flag,construction_type,year_built,coverage_type,total_insured_value,policy_start_date,annual_premium
GC-003036,Shelby Contreras,"9663 Kaylee Stream Apt. 453, Ridgeview, Belmara County",Z4,N,Masonry Veneer,1960,Homeowners,203200.0,2026-02-25,808.38
GC-003037,Tiffany Dunn,"886 Chen Ville Suite 140, Marsh Point, Belmara County",Z2,Y,Frame,2014,Homeowners,312500.0,2023-02-27,1782.5
GC-003038,Jamie Rodgers,"987 Charles Views, Millbrook, Belmara County",Z6,N,Masonry Veneer,1995,Homeowners,246000.0,2025-03-06,862.93
GC-003039,Kevin Schmitt,"8813 Jerry Road Suite 691, Hollow Bay, Belmara County",Z5,N,Masonry,1986,Homeowners,338800.0,2024-02-08,1112.35
GC-003040,Kirsten Diaz,"4546 Cowan Land, Ridgeview, Belmara County",Z4,N,Superior (Reinforced Concrete),2000,Homeowners,175400.0,2023-12-26,459.8
GC-003041,Brian Cline,"1276 Foster Trail, Hollow Bay, Belmara County",Z5,N,Masonry,1997,Commercial,1190600.0,2025-10-15,4804.33
GC-003042,Rachel Raymond,"9474 Johnson Circle Suite 173, Port Alden, Belmara County",Z1,Y,Frame,2004,Homeowners,284900.0,2025-03-01,1638.07
GC-003043,Ann Rogers,"60426 Joseph Trail Suite 716, Millbrook, Belmara County",Z6,N,Frame,2011,Homeowners,492900.0,2021-08-31,1813.87
GC-003044,Ryan Baker,"2644 Fleming Parkway, Marsh Point, Belmara County",Z2,Y,Frame,1989,Commercial,652000.0,2023-06-20,5089.0
GC-003045,Briana Leach,"945 Miller Spring Apt. 378, Cape Verrin, Belmara County",Z3,Y,Frame,2005,Homeowners,242000.0,2024-11-16,1385.89
GC-003046,Kurt Washington,"09383 Wright Lock Suite 242, Marsh Point, Belmara County",Z2,Y,Masonry Veneer,2017,Homeowners,174200.0,2026-03-30,907.23
GC-003047,Meagan Smith,"1464 Smith Extension Suite 135, Port Alden, Belmara County",Z1,Y,Frame,2006,Homeowners,379300.0,2025-03-01,2163.53
GC-003048,Christopher Gomez,"83262 Jared Glens Apt. 551, Ridgeview, Belmara County",Z4,N,Masonry Veneer,1997,Homeowners,268900.0,2024-08-29,936.03
GC-003049,Laura Bell,"527 Smith Locks, Hollow Bay, Belmara County",Z5,N,Masonry,1985,Homeowners,124300.0,2022-07-29,409.61
GC-003050,Kathy Brown,"820 Moore Cliffs Apt. 633, Marsh Point, Belmara County",Z2,Y,Superior (Reinforced Concrete),1983,Homeowners,261900.0,2021-08-04,1134.83
GC-003051,Michael Lopez,"8132 Harrison Mission, Cape Verrin, Belmara County",Z3,Y,Masonry Veneer,1988,Commercial,2809300.0,2026-02-13,20095.45
GC-003052,Christopher Ortiz,"6746 Buck Underpass Apt. 946, Marsh Point, Belmara County",Z2,Y,Masonry Veneer,1975,Homeowners,619800.0,2021-03-24,3628.18
GC-003053,Jill Mccarthy,"294 Lawson Fields Apt. 367, Hollow Bay, Belmara County",Z5,N,Superior (Reinforced Concrete),2002,Homeowners,220300.0,2021-03-04,572.99
GC-003054,Stephen Moore,"8490 Hall Run Suite 783, Port Alden, Belmara County",Z1,Y,Frame,2024,Homeowners,257000.0,2025-04-02,1465.93
GC-003055,Amanda Jones,"317 Carlson Junctions, Port Alden, Belmara County",Z1,Y,Frame,1967,Commercial,516500.0,2022-08-23,4363.57
GC-003056,Andrew Clark,"31518 Daniel Lodge, Cape Verrin, Belmara County",Z3,Y,Masonry,1986,Homeowners,176500.0,2023-10-01,898.2
GC-003057,Robert Moore,"80193 Friedman Cliffs Apt. 543, Hollow Bay, Belmara County",Z5,N,Masonry,2018,Homeowners,494200.0,2025-03-09,1502.37
GC-003058,Kimberly Davis,"41591 Emily Trail Suite 086, Port Alden, Belmara County",Z1,Y,Masonry,1984,Homeowners,285600.0,2026-03-07,1464.17
GC-003059,Cynthia James,"6026 Lisa Inlet, Port Alden, Belmara County",Z1,Y,Masonry,1974,Commercial,1482600.0,2023-03-07,10096.53
GC-003060,Kathleen Fowler,"51826 Sherri Trail, Ridgeview, Belmara County",Z4,N,Frame,2016,Homeowners,175700.0,2023-01-14,646.58
GC-003061,Andrew Perry,"84015 Richard Prairie, Hollow Bay, Belmara County",Z5,N,Masonry,2000,Homeowners,308300.0,2026-04-24,959.73
GC-003062,Matthew Foster DDS,"99752 Schmidt Manor, Ridgeview, Belmara County",Z4,N,Frame,1989,Commercial,956200.0,2024-02-28,4815.06
GC-003063,Amber Ferguson,"168 Daniel Canyon Suite 373, Millbrook, Belmara County",Z6,N,Superior (Reinforced Concrete),1998,Commercial,1164300.0,2021-08-18,3941.11
GC-003064,Michael Chavez,"90390 Anthony Center Suite 626, Port Alden, Belmara County",Z1,Y,Masonry Veneer,2003,Commercial,2686800.0,2024-03-09,18143.48
GC-003065,Karen Chen,"4857 Bryan Extension Suite 381, Marsh Point, Belmara County",Z2,Y,Frame,1957,Homeowners,490300.0,2026-02-08,3344.82
GC-003066,Teresa Hernandez,"29725 Johnson Hill, Marsh Point, Belmara County",Z2,Y,Masonry Veneer,1990,Homeowners,167600.0,2025-02-27,928.72
GC-003067,Sarah Wright,"5431 Cobb Lake Suite 780, Port Alden, Belmara County",Z1,Y,Frame,1970,Homeowners,712400.0,2025-06-10,4648.68
GC-003068,Robert Guerra,"463 Jenkins Rapid, Hollow Bay, Belmara County",Z5,N,Frame,2008,Homeowners,313200.0,2021-05-23,1152.58
GC-003069,Dana Kirby,"504 Stephens Plains Suite 500, Marsh Point, Belmara County",Z2,Y,Frame,1984,Homeowners,159600.0,2024-10-19,990.47
GC-003070,Kathryn Marshall,"903 Scott Drive, Cape Verrin, Belmara County",Z3,Y,Masonry Veneer,1983,Commercial,1187600.0,2021-07-19,8653.62
GC-003071,Shawn Leon,"804 Jason Creek Suite 696, Ridgeview, Belmara County",Z4,N,Masonry,1983,Homeowners,281900.0,2024-01-21,935.82
GC-003072,Brian Miller,"19335 Adrian Mews Apt. 260, Millbrook, Belmara County",Z6,N,Frame,2008,Commercial,945000.0,2025-09-01,4455.67
GC-003073,Christine Fritz,"66331 Davis Center Apt. 310, Marsh Point, Belmara County",Z2,Y,Frame,2010,Homeowners,289600.0,2021-07-27,1651.88
GC-003074,Brady Cole,"7405 Cassandra Route Suite 081, Hollow Bay, Belmara County",Z5,N,Frame,1998,Homeowners,311500.0,2021-02-21,1183.0
GC-003075,Michelle Smith,"7352 Cuevas Lakes Suite 176, Cape Verrin, Belmara County",Z3,Y,Frame,1992,Homeowners,560700.0,2026-04-22,3377.33
GC-003076,Christopher Rodriguez,"28671 Randy Islands, Marsh Point, Belmara County",Z2,Y,Frame,1994,Commercial,705000.0,2023-02-25,5399.63
GC-003077,Alison Phillips,"57774 Elizabeth Prairie, Cape Verrin, Belmara County",Z3,Y,Masonry,2005,Commercial,1116700.0,2025-12-11,6768.76
GC-003078,John Jimenez,"27997 Martin Crossing, Ridgeview, Belmara County",Z4,N,Superior (Reinforced Concrete),1979,Homeowners,245200.0,2023-12-21,695.5
GC-003079,John Durham,"8317 Logan Crescent, Marsh Point, Belmara County",Z2,Y,Masonry,1992,Homeowners,535600.0,2025-06-17,2665.08
GC-003080,David Cummings,"48454 Gonzales Club, Ridgeview, Belmara County",Z4,N,Frame,2021,Homeowners,282200.0,2023-12-28,1038.5
GC-003081,Taylor Wallace,"419 Faith Locks Suite 450, Hollow Bay, Belmara County",Z5,N,Frame,1988,Homeowners,538200.0,2026-05-15,2123.18
GC-003082,Karen Olsen,"0117 Andrade Corners, Hollow Bay, Belmara County",Z5,N,Masonry Veneer,2024,Commercial,604700.0,2022-05-06,2603.23
GC-003083,James Clark,"12738 Mercedes Shores, Ridgeview, Belmara County",Z4,N,Masonry Veneer,1995,Commercial,572300.0,2023-07-17,2572.16
GC-003084,Lynn Santos,"03579 Howard Villages Suite 400, Cape Verrin, Belmara County",Z3,Y,Frame,1982,Homeowners,363200.0,2026-04-04,2270.58
GC-003085,Arthur Hampton,"2607 Melissa Club Apt. 643, Millbrook, Belmara County",Z6,N,Frame,2024,Homeowners,336000.0,2024-04-19,1236.48
GC-003086,Michael Turner,"47546 Thomas Terrace, Cape Verrin, Belmara County",Z3,Y,Frame,1950,Homeowners,684900.0,2024-01-26,4781.76
GC-003087,Beth Farley,"642 Laura Manors, Cape Verrin, Belmara County",Z3,Y,Frame,1992,Homeowners,345000.0,2021-02-21,2078.08
GC-003088,Deborah Brown,"59234 Myers Drive Apt. 746, Marsh Point, Belmara County",Z2,Y,Frame,1994,Homeowners,349500.0,2021-04-14,2089.24
GC-003089,Cole Schaefer,"4950 Johnson Islands, Millbrook, Belmara County",Z6,N,Masonry,2004,Homeowners,420600.0,2025-05-02,1288.85
GC-003090,Donna Davis,"1346 Cynthia Throughway, Port Alden, Belmara County",Z1,Y,Masonry,1980,Homeowners,624200.0,2021-12-27,3247.12
GC-003091,Theresa Daniels,"786 Chavez Lane, Ridgeview, Belmara County",Z4,N,Masonry Veneer,2014,Homeowners,158400.0,2024-04-25,532.22
GC-003092,Justin Miranda,"41544 Torres Parks, Port Alden, Belmara County",Z1,Y,Masonry,2009,Homeowners,395300.0,2025-10-22,1862.65
GC-003093,Derek Walker,"69701 Shaw Lake Apt. 531, Millbrook, Belmara County",Z6,N,Frame,2005,Homeowners,570100.0,2024-07-11,2106.36
GC-003094,Sarah Webb,"40937 Christopher Summit Apt. 859, Port Alden, Belmara County",Z1,Y,Frame,1968,Homeowners,423300.0,2026-05-29,2781.51
GC-003095,Kenneth West,"952 Mark Turnpike, Cape Verrin, Belmara County",Z3,Y,Masonry,1987,Homeowners,101200.0,2023-04-03,513.1
GC-003096,Heather George,"281 Griffin Drives Suite 680, Port Alden, Belmara County",Z1,Y,Superior (Reinforced Concrete),2002,Homeowners,289100.0,2025-07-05,1165.5
GC-003097,Daniel Koch,"1611 Hensley Camp, Marsh Point, Belmara County",Z2,Y,Frame,2018,Homeowners,252500.0,2025-06-30,1440.26
GC-003098,Michelle Nielsen,"78908 Phillip Union Apt. 112, Cape Verrin, Belmara County",Z3,Y,Frame,1984,Homeowners,291900.0,2022-03-17,1811.52
GC-003099,Samantha Stevens,"282 Jason Common Apt. 567, Millbrook, Belmara County",Z6,N,Masonry,1996,Commercial,915600.0,2024-11-23,3708.91
GC-003100,Mr. Roger Erickson II,"1627 Susan Green Apt. 342, Port Alden, Belmara County",Z1,Y,Masonry Veneer,1976,Homeowners,128200.0,2024-10-26,747.79
GC-003101,Michael Lopez II,"74214 Alexander Glen Apt. 079, Cape Verrin, Belmara County",Z3,Y,Masonry,2011,Commercial,1040400.0,2024-08-12,6281.15
GC-003102,John Rodriguez,"99425 Tiffany Shore Suite 925, Port Alden, Belmara County",Z1,Y,Frame,2013,Commercial,736000.0,2025-09-10,5378.87
GC-003103,Sergio Davidson,"558 Snyder Union, Marsh Point, Belmara County",Z2,Y,Masonry,1995,Homeowners,201300.0,2021-09-03,990.26
GC-003104,Lisa Foster,"3795 Hernandez Pike, Ridgeview, Belmara County",Z4,N,Masonry,1996,Homeowners,165900.0,2024-07-07,524.51
GC-003105,Ariana Woodward,"92135 Curtis Roads, Hollow Bay, Belmara County",Z5,N,Masonry,1997,Homeowners,363700.0,2021-01-11,1145.45
GC-003106,Matthew Williams,"5350 Miranda Lodge, Ridgeview, Belmara County",Z4,N,Frame,1982,Homeowners,314400.0,2021-04-20,1268.06
GC-003107,Diana Fox,"123 Mackenzie Crossroad Apt. 320, Marsh Point, Belmara County",Z2,Y,Superior (Reinforced Concrete),2008,Homeowners,265200.0,2021-05-14,1052.31
GC-003108,Rachel Mills,"709 Clark Village Apt. 370, Port Alden, Belmara County",Z1,Y,Masonry Veneer,2008,Homeowners,260300.0,2026-01-31,1355.64
GC-003109,Dr. Kristina Gonzales,"9213 Roger Streets, Ridgeview, Belmara County",Z4,N,Masonry,2004,Homeowners,223400.0,2024-09-06,684.57
GC-003110,Brenda Banks,"937 Nathan Road, Hollow Bay, Belmara County",Z5,N,Superior (Reinforced Concrete),2009,Homeowners,233900.0,2024-02-25,598.78
GC-003111,Timothy Kirby,"9883 James Route Suite 738, Hollow Bay, Belmara County",Z5,N,Frame,2013,Homeowners,196100.0,2025-07-04,721.65
GC-003112,Daniel Clark,"494 Jackson Ville, Ridgeview, Belmara County",Z4,N,Masonry Veneer,1969,Homeowners,340100.0,2026-05-02,1311.86
GC-003113,Eric Gonzales,"05355 Melissa Greens Apt. 180, Hollow Bay, Belmara County",Z5,N,Superior (Reinforced Concrete),2019,Homeowners,264200.0,2023-08-13,676.35
GC-003114,Roberta Cunningham,"502 Vasquez Ramp, Marsh Point, Belmara County",Z2,Y,Superior (Reinforced Concrete),1980,Homeowners,188300.0,2025-02-09,824.88
GC-003115,Pamela Nixon,"537 Victoria Meadow Suite 153, Millbrook, Belmara County",Z6,N,Masonry Veneer,2000,Commercial,437900.0,2022-09-04,1930.4
GC-003116,Andrew Ingram,"6706 Kathy Fort Apt. 191, Ridgeview, Belmara County",Z4,N,Frame,1986,Commercial,2266500.0,2022-01-09,11541.47
GC-003117,Melissa Duarte,"3093 Harris Crescent Apt. 403, Marsh Point, Belmara County",Z2,Y,Superior (Reinforced Concrete),1989,Homeowners,101100.0,2022-02-08,428.44
GC-003118,Marcus Kaufman Jr.,"9306 Lisa Prairie, Hollow Bay, Belmara County",Z5,N,Frame,2012,Homeowners,297600.0,2023-01-16,1095.17
GC-003119,Anthony Smith,"207 Lindsay Lock Apt. 474, Port Alden, Belmara County",Z1,Y,Masonry Veneer,1989,Homeowners,216800.0,2025-09-12,1205.87
GC-003120,Jeffrey Nelson,"25506 Davenport Ports Apt. 536, Port Alden, Belmara County",Z1,Y,Masonry Veneer,2015,Homeowners,297900.0,2021-02-10,1551.46
GC-003121,Teresa Weber,"07209 Woods Via, Ridgeview, Belmara County",Z4,N,Frame,1993,Homeowners,148400.0,2022-06-13,574.51
GC-003122,Lisa Boone,"508 Ashley Terrace Suite 844, Millbrook, Belmara County",Z6,N,Frame,1991,Homeowners,178900.0,2026-05-22,697.85
GC-003123,Gabriel Padilla,"744 Arthur Island, Hollow Bay, Belmara County",Z5,N,Masonry,2016,Homeowners,198100.0,2024-01-01,602.22
GC-003124,Timothy Fields,"5674 Anne Extensions, Hollow Bay, Belmara County",Z5,N,Frame,1994,Homeowners,326500.0,2023-08-29,1259.19
GC-003125,Nicholas Brewer,"930 Charles Glens Apt. 405, Hollow Bay, Belmara County",Z5,N,Masonry Veneer,1985,Commercial,1380100.0,2022-07-01,6440.4
GC-003126,Kimberly Hughes,"91446 Parker Glens Apt. 000, Port Alden, Belmara County",Z1,Y,Frame,1972,Homeowners,293000.0,2021-05-26,1898.56
GC-003127,Amanda Carter,"5497 Rice Forest Suite 875, Ridgeview, Belmara County",Z4,N,Masonry Veneer,2019,Homeowners,287700.0,2023-03-26,966.67
GC-003128,Jared Campbell,"6625 Henderson Corner, Port Alden, Belmara County",Z1,Y,Masonry Veneer,2013,Homeowners,391400.0,2023-08-21,2038.41
GC-003129,Kerri Horton,"118 George Coves Suite 525, Hollow Bay, Belmara County",Z5,N,Masonry,1999,Homeowners,203100.0,2023-06-10,634.71
GC-003130,Michael Richardson,"043 Matthew Brooks Suite 174, Port Alden, Belmara County",Z1,Y,Frame,1988,Homeowners,349200.0,2022-03-28,2135.25
GC-003131,Jeffrey Hill,"631 Hannah Forks Apt. 319, Ridgeview, Belmara County",Z4,N,Masonry,2012,Commercial,1499600.0,2021-05-25,5840.94
GC-003132,John Martin,"1684 Ramirez Ramp Suite 458, Cape Verrin, Belmara County",Z3,Y,Frame,2006,Homeowners,421600.0,2025-05-09,2404.81
GC-003133,Olivia King,"83281 Melissa Underpass Apt. 724, Millbrook, Belmara County",Z6,N,Frame,2008,Homeowners,267100.0,2024-07-03,982.93
GC-003134,Melanie Ramirez,"929 Goodman Islands Apt. 448, Hollow Bay, Belmara County",Z5,N,Frame,1992,Homeowners,176200.0,2023-12-21,684.73
GC-003135,Laura Torres,"465 Prince Freeway, Hollow Bay, Belmara County",Z5,N,Masonry,1997,Homeowners,176600.0,2026-04-15,556.19
GC-003136,Rebecca Moore,"878 Dawn Neck Apt. 767, Port Alden, Belmara County",Z1,Y,Masonry,1978,Homeowners,287100.0,2025-09-26,1504.33
GC-003137,David Armstrong,"8053 Gates Keys, Port Alden, Belmara County",Z1,Y,Masonry,1977,Homeowners,212000.0,2025-04-02,1114.82
GC-003138,Brett Medina,"2897 Alexander Valley, Port Alden, Belmara County",Z1,Y,Masonry,1965,Homeowners,239200.0,2024-04-17,1311.96
GC-003139,Jeffery Clements,"919 Carolyn Lakes, Millbrook, Belmara County",Z6,N,Superior (Reinforced Concrete),1992,Homeowners,254600.0,2024-05-23,688.28
GC-003140,Ryan Martinez,"76970 Fisher Walks, Millbrook, Belmara County",Z6,N,Frame,2009,Homeowners,210300.0,2024-07-08,773.9
GC-003141,Kenneth Johnson,"639 Washington Shore Suite 477, Ridgeview, Belmara County",Z4,N,Superior (Reinforced Concrete),1995,Homeowners,221000.0,2021-08-22,590.65
GC-003142,Sydney Gamble,"57702 Ferrell Summit Apt. 155, Cape Verrin, Belmara County",Z3,Y,Frame,2009,Homeowners,500200.0,2024-06-08,2853.14
GC-003143,Dawn Campbell,"5256 Tracy Grove Suite 555, Hollow Bay, Belmara County",Z5,N,Masonry,2022,Homeowners,276700.0,2022-03-25,841.17
GC-003144,Martha Myers,"35420 Johnson Port Suite 307, Port Alden, Belmara County",Z1,Y,Frame,1997,Homeowners,363600.0,2024-04-11,2148.64
GC-003145,Timothy Harrison,"6958 Brown Stravenue, Cape Verrin, Belmara County",Z3,Y,Masonry,1996,Homeowners,209700.0,2023-01-25,1027.63
GC-003146,Wendy Skinner,"660 Robert Manors, Cape Verrin, Belmara County",Z3,Y,Frame,1987,Commercial,2473600.0,2022-10-25,19451.59
GC-003147,Kimberly French,"6448 Darlene Trail, Millbrook, Belmara County",Z6,N,Masonry,2007,Homeowners,546800.0,2023-06-26,1662.27
GC-003148,Samantha Mcneil,"500 Morrison Locks, Ridgeview, Belmara County",Z4,N,Masonry,2001,Homeowners,245400.0,2021-07-03,760.94
GC-003149,Jessica Walker,"8424 Rodriguez Heights Apt. 916, Cape Verrin, Belmara County",Z3,Y,Frame,2005,Commercial,694700.0,2023-06-21,5097.35
GC-003150,Michael Perkins,"725 Max Courts, Millbrook, Belmara County",Z6,N,Frame,2024,Homeowners,223100.0,2021-11-06,821.01
GC-003151,Benjamin Simmons,"079 Jared Neck Apt. 081, Port Alden, Belmara County",Z1,Y,Masonry,2012,Homeowners,492800.0,2022-08-01,2322.07
GC-003152,Paul Brady,"37432 Andrews Stravenue, Millbrook, Belmara County",Z6,N,Frame,2004,Homeowners,369900.0,2022-06-16,1372.12
GC-003153,Richard Hanson,"016 Velez Ridge, Port Alden, Belmara County",Z1,Y,Masonry,2004,Homeowners,238200.0,2023-02-28,1131.38
GC-003154,Matthew Thompson,"4031 Amy Plaza Suite 914, Port Alden, Belmara County",Z1,Y,Frame,1991,Homeowners,152600.0,2024-07-06,922.66
GC-003155,Howard Bailey,"203 Anna Summit, Hollow Bay, Belmara County",Z5,N,Frame,1981,Homeowners,407100.0,2026-02-21,1647.94
GC-003156,Dr. Lindsey Cruz,"694 Jay Highway Apt. 837, Ridgeview, Belmara County",Z4,N,Masonry,2003,Homeowners,312100.0,2022-11-30,960.17
GC-003157,Scott Reese,"88463 Ball Garden Suite 850, Marsh Point, Belmara County",Z2,Y,Frame,1967,Commercial,1621700.0,2024-07-10,13700.67
GC-003158,Alexandra Zavala,"7217 Lisa Locks, Port Alden, Belmara County",Z1,Y,Frame,2009,Homeowners,293200.0,2022-04-22,1672.41
GC-003159,Anthony Skinner,"26799 Joshua Ville Suite 837, Hollow Bay, Belmara County",Z5,N,Masonry,1994,Homeowners,443000.0,2023-06-17,1411.36
GC-003160,Troy Higgins,"388 Valencia Common Apt. 867, Port Alden, Belmara County",Z1,Y,Frame,1982,Homeowners,542000.0,2025-07-03,3388.36
GC-003161,John Scott,"104 Scott Squares Apt. 969, Marsh Point, Belmara County",Z2,Y,Frame,2013,Homeowners,487900.0,2025-09-26,2782.98
GC-003162,Jane White,"57318 Donald Heights Apt. 410, Marsh Point, Belmara County",Z2,Y,Frame,1980,Homeowners,153300.0,2022-10-02,965.36
GC-003163,Brian Jones,"37026 Kim Courts Suite 963, Ridgeview, Belmara County",Z4,N,Superior (Reinforced Concrete),1998,Commercial,1019900.0,2025-09-11,3452.32
GC-003164,Emily Miller,"3110 Jennifer Pass, Port Alden, Belmara County",Z1,Y,Masonry,1989,Commercial,1696700.0,2023-06-21,10939.95
GC-003165,James Bridges,"70017 Bradley Course, Ridgeview, Belmara County",Z4,N,Masonry,1981,Commercial,750200.0,2025-12-26,3214.23
GC-003166,Joanne Perry,"3021 Lewis Forest, Marsh Point, Belmara County",Z2,Y,Frame,2018,Homeowners,1221600.0,2024-12-24,6968.01
GC-003167,Kyle Shepherd,"01492 Moore Views, Millbrook, Belmara County",Z6,N,Superior (Reinforced Concrete),1986,Homeowners,416900.0,2025-02-26,1152.65
GC-003168,Kristen Farrell,"400 Jones Pine, Cape Verrin, Belmara County",Z3,Y,Superior (Reinforced Concrete),1978,Homeowners,307100.0,2024-12-05,1355.05
GC-003169,Devin Schwartz,"0251 Wright Plains Apt. 471, Port Alden, Belmara County",Z1,Y,Frame,1989,Homeowners,696600.0,2021-08-08,4243.6
GC-003170,Justin Castaneda,"5015 Sandra Station, Port Alden, Belmara County",Z1,Y,Frame,1981,Homeowners,165700.0,2026-05-13,1039.67
GC-003171,Tony Carr,"27693 Hogan Throughway Suite 796, Ridgeview, Belmara County",Z4,N,Masonry,1963,Commercial,909400.0,2023-09-04,4151.36
GC-003172,Ryan Scott,"2575 Mary Extension Apt. 464, Port Alden, Belmara County",Z1,Y,Masonry Veneer,2016,Homeowners,286600.0,2025-07-08,1492.61
GC-003173,Jasmine Mcdowell,"75418 Victor Parks Apt. 148, Marsh Point, Belmara County",Z2,Y,Superior (Reinforced Concrete),2021,Commercial,1275700.0,2024-01-21,6485.66
GC-003174,Rachel Reyes,"019 Lambert Wall Suite 570, Hollow Bay, Belmara County",Z5,N,Frame,1994,Homeowners,322600.0,2023-09-08,1244.15
GC-003175,Jennifer Rojas,"0444 Rachel Harbors Apt. 942, Marsh Point, Belmara County",Z2,Y,Frame,1994,Homeowners,297200.0,2021-03-17,1776.6
GC-003176,Katherine Soto,"501 Fuentes Forks, Millbrook, Belmara County",Z6,N,Frame,1974,Homeowners,436900.0,2022-01-01,1813.59
GC-003177,Jorge Perry,"8497 Kelly Glens, Marsh Point, Belmara County",Z2,Y,Frame,1988,Homeowners,298900.0,2023-04-25,1827.68
GC-003178,Nicholas Ortega,"2076 Scott Branch, Marsh Point, Belmara County",Z2,Y,Masonry Veneer,1953,Homeowners,346600.0,2024-08-14,2187.77
GC-003179,Joseph Winters,"5972 Caitlin Run, Port Alden, Belmara County",Z1,Y,Masonry,1983,Homeowners,309400.0,2025-03-02,1592.02
GC-003180,Jenna Mclaughlin,"4171 Johnson Underpass, Ridgeview, Belmara County",Z4,N,Masonry Veneer,2008,Homeowners,320300.0,2026-02-06,1076.21
GC-003181,Adrian Watts PhD,"80077 White Haven Suite 576, Millbrook, Belmara County",Z6,N,Frame,2010,Homeowners,164300.0,2025-02-17,604.62
GC-003182,Mario Mccall,"66721 Lauren Fall Apt. 491, Millbrook, Belmara County",Z6,N,Masonry,2024,Homeowners,355600.0,2022-07-11,1081.02
GC-003183,Adam Reid,"52725 Nichols Flat, Millbrook, Belmara County",Z6,N,Superior (Reinforced Concrete),2014,Homeowners,457600.0,2023-02-25,1171.46
GC-003184,Ronald Buck,"089 George Trail Apt. 599, Millbrook, Belmara County",Z6,N,Masonry,2001,Homeowners,378900.0,2022-03-13,1174.89
GC-003185,Rhonda Watts,"880 Gregory Trail Apt. 562, Cape Verrin, Belmara County",Z3,Y,Masonry,1982,Commercial,786900.0,2026-01-26,5206.78
GC-003186,Daniel Davis,"802 Henry Shoals, Port Alden, Belmara County",Z1,Y,Masonry,1978,Homeowners,307900.0,2025-10-27,1613.32
GC-003187,Benjamin Powell,"063 Brown Landing, Port Alden, Belmara County",Z1,Y,Masonry Veneer,1976,Homeowners,262100.0,2024-04-12,1528.82
GC-003188,Lisa Dyer,"1676 Ryan Loop, Hollow Bay, Belmara County",Z5,N,Masonry,2013,Homeowners,191100.0,2024-12-15,580.94
GC-003189,Kenneth Liu,"636 David Lake Apt. 687, Cape Verrin, Belmara County",Z3,Y,Frame,1994,Commercial,3166900.0,2021-02-27,24255.43
GC-003190,Charles Brown,"54508 Paul Grove, Marsh Point, Belmara County",Z2,Y,Frame,2013,Homeowners,364300.0,2026-04-25,2077.97
GC-003191,Jeffrey Owen,"87183 Mcclain Throughway Apt. 006, Cape Verrin, Belmara County",Z3,Y,Frame,2009,Commercial,1963600.0,2021-09-23,14350.48
GC-003192,Joshua Robertson,"930 Joshua Circle, Hollow Bay, Belmara County",Z5,N,Masonry,1969,Homeowners,432100.0,2021-07-24,1507.99
GC-003193,Robert Copeland,"89706 Cunningham Vista Apt. 759, Cape Verrin, Belmara County",Z3,Y,Frame,2015,Commercial,851500.0,2024-12-17,6222.97
GC-003194,Dominique Mcdonald,"583 Jose Bridge, Port Alden, Belmara County",Z1,Y,Masonry,1976,Homeowners,329300.0,2025-01-10,1737.86
GC-003195,Matthew Ray,"6451 Adam Trafficway, Marsh Point, Belmara County",Z2,Y,Masonry,2011,Homeowners,152000.0,2021-02-12,716.22
GC-003196,Thomas Pope,"857 Evans Fords, Port Alden, Belmara County",Z1,Y,Frame,1995,Homeowners,361700.0,2023-11-24,2153.91
GC-003197,Katie Smith,"74062 Walter Tunnel Apt. 725, Cape Verrin, Belmara County",Z3,Y,Masonry,1997,Homeowners,204400.0,2022-03-18,997.81
GC-003198,Clinton Wood,"515 Villanueva Crescent, Millbrook, Belmara County",Z6,N,Superior (Reinforced Concrete),1995,Commercial,1932900.0,2021-03-21,6618.87
GC-003199,Christopher Mcdonald,"8875 Jennifer Crossing, Millbrook, Belmara County",Z6,N,Masonry,2000,Homeowners,242300.0,2021-06-18,754.27
GC-003200,Sean Reese,"418 Michael Course, Millbrook, Belmara County",Z6,N,Masonry,2024,Homeowners,294200.0,2023-04-25,894.37
GC-003201,Ashley Johnson,"4045 Mark Prairie, Hollow Bay, Belmara County",Z5,N,Frame,1994,Homeowners,123900.0,2026-05-21,477.84
GC-003202,Sara Robinson,"6926 West Pass, Millbrook, Belmara County",Z6,N,Frame,2001,Homeowners,241600.0,2025-03-15,906.87
GC-003203,Logan Williams,"523 Nicholas Center, Millbrook, Belmara County",Z6,N,Frame,2011,Homeowners,473400.0,2025-07-01,1742.11
GC-003204,Craig Shepherd,"24137 Chelsea Hills Apt. 258, Millbrook, Belmara County",Z6,N,Frame,2009,Homeowners,229800.0,2021-07-17,845.66
GC-003205,Andrea Walker MD,"64365 Christopher Inlet Suite 945, Millbrook, Belmara County",Z6,N,Masonry,1998,Homeowners,225300.0,2022-06-02,706.83
GC-003206,Kristen Wilson,"951 James Fort, Port Alden, Belmara County",Z1,Y,Frame,1954,Homeowners,405100.0,2025-09-04,2791.31
GC-003207,Tanya Rodriguez,"897 Norman Garden Apt. 230, Marsh Point, Belmara County",Z2,Y,Masonry Veneer,2004,Commercial,1840200.0,2021-09-15,12377.43
GC-003208,Robert Clark,"883 Doris Lights, Port Alden, Belmara County",Z1,Y,Masonry,1980,Homeowners,309500.0,2025-09-19,1610.03
GC-003209,Charles Johnson,"0400 Sanchez Village, Marsh Point, Belmara County",Z2,Y,Masonry Veneer,2002,Commercial,1911900.0,2021-11-23,12961.75
